candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
Iván Duque,Partido Centro Democrático,67.84,863,Nariño,Pupiales
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,28.45,362,Nariño,Pupiales
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.69,47,Nariño,Pupiales
votos no marcados,votos no marcados,,44,Nariño,Pupiales
votos nulos,votos nulos,,36,Nariño,Pupiales
Iván Duque,Partido Centro Democrático,48.61,770,Cauca,Puerto Tejada
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,42.73,677,Cauca,Puerto Tejada
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.64,137,Cauca,Puerto Tejada
votos no marcados,votos no marcados,,77,Cauca,Puerto Tejada
votos nulos,votos nulos,,126,Cauca,Puerto Tejada
Iván Duque,Partido Centro Democrático,59.15,633,Cauca,Caloto
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,35.7,382,Cauca,Caloto
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.14,55,Cauca,Caloto
votos no marcados,votos no marcados,,77,Cauca,Caloto
votos nulos,votos nulos,,27,Cauca,Caloto
Iván Duque,Partido Centro Democrático,67.18,477,Atlantico,Manati
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.5,174,Atlantico,Manati
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.3,59,Atlantico,Manati
votos no marcados,votos no marcados,,32,Atlantico,Manati
votos nulos,votos nulos,,3,Atlantico,Manati
Iván Duque,Partido Centro Democrático,73.8,634,Caqueta,Curillo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.23,191,Caqueta,Curillo
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.95,34,Caqueta,Curillo
votos no marcados,votos no marcados,,36,Caqueta,Curillo
votos nulos,votos nulos,,9,Caqueta,Curillo
Iván Duque,Partido Centro Democrático,80.0,1176,Cundinamarca,Macheta
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,18.09,266,Cundinamarca,Macheta
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.9,28,Cundinamarca,Macheta
votos no marcados,votos no marcados,,23,Cundinamarca,Macheta
votos nulos,votos nulos,,22,Cundinamarca,Macheta
Iván Duque,Partido Centro Democrático,48.11,51,Meta,Uribe
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,36.79,39,Meta,Uribe
Alejandro Ordóñez,G.S.C. La Patria De Pie,15.09,16,Meta,Uribe
votos no marcados,votos no marcados,,8,Meta,Uribe
votos nulos,votos nulos,,0,Meta,Uribe
Iván Duque,Partido Centro Democrático,90.51,763,Sucre,Coloso (ricaurte)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,6.28,53,Sucre,Coloso (ricaurte)
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.2,27,Sucre,Coloso (ricaurte)
votos no marcados,votos no marcados,,13,Sucre,Coloso (ricaurte)
votos nulos,votos nulos,,5,Sucre,Coloso (ricaurte)
Iván Duque,Partido Centro Democrático,87.04,1216,Norte De San,Lourdes
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,9.52,133,Norte De San,Lourdes
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.43,48,Norte De San,Lourdes
votos no marcados,votos no marcados,,39,Norte De San,Lourdes
votos nulos,votos nulos,,15,Norte De San,Lourdes
Iván Duque,Partido Centro Democrático,75.02,7986,La Guajira,Maicao
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.47,2179,La Guajira,Maicao
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.5,479,La Guajira,Maicao
votos no marcados,votos no marcados,,575,La Guajira,Maicao
votos nulos,votos nulos,,176,La Guajira,Maicao
Iván Duque,Partido Centro Democrático,51.91,271,Cauca,Villa Rica
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,41.95,219,Cauca,Villa Rica
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.13,32,Cauca,Villa Rica
votos no marcados,votos no marcados,,41,Cauca,Villa Rica
votos nulos,votos nulos,,46,Cauca,Villa Rica
Iván Duque,Partido Centro Democrático,43.05,124,Choco,Medio San Juan
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,40.97,118,Choco,Medio San Juan
Alejandro Ordóñez,G.S.C. La Patria De Pie,15.97,46,Choco,Medio San Juan
votos no marcados,votos no marcados,,74,Choco,Medio San Juan
votos nulos,votos nulos,,16,Choco,Medio San Juan
Iván Duque,Partido Centro Democrático,60.17,1425,Antioquia,San Luis
Alejandro Ordóñez,G.S.C. La Patria De Pie,32.22,763,Antioquia,San Luis
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,7.6,180,Antioquia,San Luis
votos no marcados,votos no marcados,,57,Antioquia,San Luis
votos nulos,votos nulos,,20,Antioquia,San Luis
Iván Duque,Partido Centro Democrático,63.97,190,Putumayo,Puerto Caicedo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.3,90,Putumayo,Puerto Caicedo
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.72,17,Putumayo,Puerto Caicedo
votos no marcados,votos no marcados,,21,Putumayo,Puerto Caicedo
votos nulos,votos nulos,,5,Putumayo,Puerto Caicedo
Iván Duque,Partido Centro Democrático,50.0,3,Consulados,Marruecos
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,50.0,3,Consulados,Marruecos
Alejandro Ordóñez,G.S.C. La Patria De Pie,0.0,0,Consulados,Marruecos
votos no marcados,votos no marcados,,0,Consulados,Marruecos
votos nulos,votos nulos,,0,Consulados,Marruecos
Iván Duque,Partido Centro Democrático,76.61,416,Choco,Bahia Solano (mutis)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,17.31,94,Choco,Bahia Solano (mutis)
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.07,33,Choco,Bahia Solano (mutis)
votos no marcados,votos no marcados,,80,Choco,Bahia Solano (mutis)
votos nulos,votos nulos,,19,Choco,Bahia Solano (mutis)
Iván Duque,Partido Centro Democrático,82.75,499,Cesar,Gonzalez
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,13.1,79,Cesar,Gonzalez
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.14,25,Cesar,Gonzalez
votos no marcados,votos no marcados,,10,Cesar,Gonzalez
votos nulos,votos nulos,,6,Cesar,Gonzalez
Iván Duque,Partido Centro Democrático,83.08,339,Antioquia,Olaya
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,13.72,56,Antioquia,Olaya
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.18,13,Antioquia,Olaya
votos no marcados,votos no marcados,,7,Antioquia,Olaya
votos nulos,votos nulos,,1,Antioquia,Olaya
Iván Duque,Partido Centro Democrático,57.27,126,Nariño,Santacruz (guachaves)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,35.0,77,Nariño,Santacruz (guachaves)
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.72,17,Nariño,Santacruz (guachaves)
votos no marcados,votos no marcados,,17,Nariño,Santacruz (guachaves)
votos nulos,votos nulos,,1,Nariño,Santacruz (guachaves)
Iván Duque,Partido Centro Democrático,62.28,2595,Meta,Restrepo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,33.41,1392,Meta,Restrepo
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.29,179,Meta,Restrepo
votos no marcados,votos no marcados,,30,Meta,Restrepo
votos nulos,votos nulos,,37,Meta,Restrepo
Iván Duque,Partido Centro Democrático,64.84,581,Boyaca,Pesca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,28.12,252,Boyaca,Pesca
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.03,63,Boyaca,Pesca
votos no marcados,votos no marcados,,7,Boyaca,Pesca
votos nulos,votos nulos,,3,Boyaca,Pesca
Iván Duque,Partido Centro Democrático,68.94,919,Valle,Yotoco
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.35,338,Valle,Yotoco
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.7,76,Valle,Yotoco
votos no marcados,votos no marcados,,34,Valle,Yotoco
votos nulos,votos nulos,,17,Valle,Yotoco
Iván Duque,Partido Centro Democrático,68.69,2568,Cundinamarca,La Mesa
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,26.61,995,Cundinamarca,La Mesa
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.68,175,Cundinamarca,La Mesa
votos no marcados,votos no marcados,,39,Cundinamarca,La Mesa
votos nulos,votos nulos,,61,Cundinamarca,La Mesa
Iván Duque,Partido Centro Democrático,78.13,1326,Cesar,Gamarra
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,17.79,302,Cesar,Gamarra
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.06,69,Cesar,Gamarra
votos no marcados,votos no marcados,,47,Cesar,Gamarra
votos nulos,votos nulos,,13,Cesar,Gamarra
Iván Duque,Partido Centro Democrático,70.48,2727,Tolima,Guamo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.63,953,Tolima,Guamo
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.88,189,Tolima,Guamo
votos no marcados,votos no marcados,,59,Tolima,Guamo
votos nulos,votos nulos,,59,Tolima,Guamo
Iván Duque,Partido Centro Democrático,82.83,1747,Magdalena,Aracataca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,12.47,263,Magdalena,Aracataca
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.69,99,Magdalena,Aracataca
votos no marcados,votos no marcados,,67,Magdalena,Aracataca
votos nulos,votos nulos,,16,Magdalena,Aracataca
Iván Duque,Partido Centro Democrático,72.35,312358,Antioquia,Medellin
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,22.6,97589,Antioquia,Medellin
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.04,21766,Antioquia,Medellin
votos no marcados,votos no marcados,,3712,Antioquia,Medellin
votos nulos,votos nulos,,4388,Antioquia,Medellin
Iván Duque,Partido Centro Democrático,57.5,46,Cauca,Almaguer
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,38.75,31,Cauca,Almaguer
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.75,3,Cauca,Almaguer
votos no marcados,votos no marcados,,20,Cauca,Almaguer
votos nulos,votos nulos,,4,Cauca,Almaguer
Iván Duque,Partido Centro Democrático,66.49,1018,Risaralda,Quinchia
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,24.75,379,Risaralda,Quinchia
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.75,134,Risaralda,Quinchia
votos no marcados,votos no marcados,,23,Risaralda,Quinchia
votos nulos,votos nulos,,15,Risaralda,Quinchia
Iván Duque,Partido Centro Democrático,69.92,1418,Risaralda,Guatica
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,26.42,536,Risaralda,Guatica
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.64,74,Risaralda,Guatica
votos no marcados,votos no marcados,,24,Risaralda,Guatica
votos nulos,votos nulos,,17,Risaralda,Guatica
Iván Duque,Partido Centro Democrático,68.78,1653,Atlantico,Santo Tomas
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.09,603,Atlantico,Santo Tomas
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.11,147,Atlantico,Santo Tomas
votos no marcados,votos no marcados,,51,Atlantico,Santo Tomas
votos nulos,votos nulos,,25,Atlantico,Santo Tomas
Iván Duque,Partido Centro Democrático,86.11,397,Bolivar,Zambrano
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,11.49,53,Bolivar,Zambrano
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.38,11,Bolivar,Zambrano
votos no marcados,votos no marcados,,9,Bolivar,Zambrano
votos nulos,votos nulos,,5,Bolivar,Zambrano
Iván Duque,Partido Centro Democrático,65.72,1137,Valle,La Victoria
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,30.92,535,Valle,La Victoria
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.35,58,Valle,La Victoria
votos no marcados,votos no marcados,,36,Valle,La Victoria
votos nulos,votos nulos,,27,Valle,La Victoria
Iván Duque,Partido Centro Democrático,73.66,702,Tolima,Casabianca
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,21.61,206,Tolima,Casabianca
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.72,45,Tolima,Casabianca
votos no marcados,votos no marcados,,11,Tolima,Casabianca
votos nulos,votos nulos,,0,Tolima,Casabianca
Iván Duque,Partido Centro Democrático,61.61,236,Antioquia,Briceño
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,33.94,130,Antioquia,Briceño
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.43,17,Antioquia,Briceño
votos no marcados,votos no marcados,,19,Antioquia,Briceño
votos nulos,votos nulos,,0,Antioquia,Briceño
Iván Duque,Partido Centro Democrático,69.73,53,Consulados,El Salvador
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,26.31,20,Consulados,El Salvador
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.94,3,Consulados,El Salvador
votos no marcados,votos no marcados,,0,Consulados,El Salvador
votos nulos,votos nulos,,0,Consulados,El Salvador
Iván Duque,Partido Centro Democrático,71.36,1939,Caldas,Manzanares
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,25.28,687,Caldas,Manzanares
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.34,91,Caldas,Manzanares
votos no marcados,votos no marcados,,45,Caldas,Manzanares
votos nulos,votos nulos,,22,Caldas,Manzanares
Iván Duque,Partido Centro Democrático,86.85,826,Cundinamarca,Nimaima
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,11.14,106,Cundinamarca,Nimaima
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.99,19,Cundinamarca,Nimaima
votos no marcados,votos no marcados,,18,Cundinamarca,Nimaima
votos nulos,votos nulos,,9,Cundinamarca,Nimaima
Iván Duque,Partido Centro Democrático,85.23,981,Tolima,Alvarado
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,12.07,139,Tolima,Alvarado
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.69,31,Tolima,Alvarado
votos no marcados,votos no marcados,,11,Tolima,Alvarado
votos nulos,votos nulos,,9,Tolima,Alvarado
Iván Duque,Partido Centro Democrático,91.0,3066,Sucre,Galeras (nueva Granada)
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,7.15,241,Sucre,Galeras (nueva Granada)
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.84,62,Sucre,Galeras (nueva Granada)
votos no marcados,votos no marcados,,53,Sucre,Galeras (nueva Granada)
votos nulos,votos nulos,,24,Sucre,Galeras (nueva Granada)
Iván Duque,Partido Centro Democrático,69.13,280,Nariño,Funes
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,21.48,87,Nariño,Funes
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.38,38,Nariño,Funes
votos no marcados,votos no marcados,,8,Nariño,Funes
votos nulos,votos nulos,,4,Nariño,Funes
Iván Duque,Partido Centro Democrático,76.81,328,Antioquia,Campamento
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,16.62,71,Antioquia,Campamento
Alejandro Ordóñez,G.S.C. La Patria De Pie,6.55,28,Antioquia,Campamento
votos no marcados,votos no marcados,,8,Antioquia,Campamento
votos nulos,votos nulos,,3,Antioquia,Campamento
Iván Duque,Partido Centro Democrático,54.21,830,Santander,Bolivar
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,42.25,647,Santander,Bolivar
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.52,54,Santander,Bolivar
votos no marcados,votos no marcados,,20,Santander,Bolivar
votos nulos,votos nulos,,22,Santander,Bolivar
Iván Duque,Partido Centro Democrático,70.14,1398,Atlantico,Sabanagrande
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.32,405,Atlantico,Sabanagrande
Alejandro Ordóñez,G.S.C. La Patria De Pie,9.53,190,Atlantico,Sabanagrande
votos no marcados,votos no marcados,,43,Atlantico,Sabanagrande
votos nulos,votos nulos,,11,Atlantico,Sabanagrande
Iván Duque,Partido Centro Democrático,57.44,9218,Cundinamarca,Facatativa
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,34.61,5555,Cundinamarca,Facatativa
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.93,1274,Cundinamarca,Facatativa
votos no marcados,votos no marcados,,197,Cundinamarca,Facatativa
votos nulos,votos nulos,,399,Cundinamarca,Facatativa
Iván Duque,Partido Centro Democrático,70.59,2029,Cundinamarca,El Rosal
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,23.69,681,Cundinamarca,El Rosal
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.7,164,Cundinamarca,El Rosal
votos no marcados,votos no marcados,,29,Cundinamarca,El Rosal
votos nulos,votos nulos,,56,Cundinamarca,El Rosal
Iván Duque,Partido Centro Democrático,50.92,385,Caldas,San Jose
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,43.51,329,Caldas,San Jose
Alejandro Ordóñez,G.S.C. La Patria De Pie,5.55,42,Caldas,San Jose
votos no marcados,votos no marcados,,7,Caldas,San Jose
votos nulos,votos nulos,,3,Caldas,San Jose
Iván Duque,Partido Centro Democrático,89.37,757,Sucre,El Roble
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,9.2,78,Sucre,El Roble
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.41,12,Sucre,El Roble
votos no marcados,votos no marcados,,26,Sucre,El Roble
votos nulos,votos nulos,,8,Sucre,El Roble
Iván Duque,Partido Centro Democrático,64.35,1363,Antioquia,Granada
Alejandro Ordóñez,G.S.C. La Patria De Pie,25.68,544,Antioquia,Granada
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,9.96,211,Antioquia,Granada
votos no marcados,votos no marcados,,59,Antioquia,Granada
votos nulos,votos nulos,,41,Antioquia,Granada
Iván Duque,Partido Centro Democrático,80.13,1194,Antioquia,Yolombo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,15.7,234,Antioquia,Yolombo
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.16,62,Antioquia,Yolombo
votos no marcados,votos no marcados,,28,Antioquia,Yolombo
votos nulos,votos nulos,,13,Antioquia,Yolombo
Iván Duque,Partido Centro Democrático,66.18,137,Nariño,El Peñol
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,31.88,66,Nariño,El Peñol
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.93,4,Nariño,El Peñol
votos no marcados,votos no marcados,,22,Nariño,El Peñol
votos nulos,votos nulos,,3,Nariño,El Peñol
Iván Duque,Partido Centro Democrático,49.55,225,Cauca,Guachene
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,42.07,191,Cauca,Guachene
Alejandro Ordóñez,G.S.C. La Patria De Pie,8.37,38,Cauca,Guachene
votos no marcados,votos no marcados,,39,Cauca,Guachene
votos nulos,votos nulos,,44,Cauca,Guachene
Iván Duque,Partido Centro Democrático,67.03,553,Nariño,Belen
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,28.0,231,Nariño,Belen
Alejandro Ordóñez,G.S.C. La Patria De Pie,4.96,41,Nariño,Belen
votos no marcados,votos no marcados,,16,Nariño,Belen
votos nulos,votos nulos,,5,Nariño,Belen
Iván Duque,Partido Centro Democrático,63.43,340,Cauca,Suarez
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,29.47,158,Cauca,Suarez
Alejandro Ordóñez,G.S.C. La Patria De Pie,7.08,38,Cauca,Suarez
votos no marcados,votos no marcados,,15,Cauca,Suarez
votos nulos,votos nulos,,4,Cauca,Suarez
Iván Duque,Partido Centro Democrático,89.09,2001,Sucre,Los Palmitos
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,7.79,175,Sucre,Los Palmitos
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.11,70,Sucre,Los Palmitos
votos no marcados,votos no marcados,,64,Sucre,Los Palmitos
votos nulos,votos nulos,,16,Sucre,Los Palmitos
Iván Duque,Partido Centro Democrático,89.08,873,Magdalena,Salamina
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,8.87,87,Magdalena,Salamina
Alejandro Ordóñez,G.S.C. La Patria De Pie,2.04,20,Magdalena,Salamina
votos no marcados,votos no marcados,,17,Magdalena,Salamina
votos nulos,votos nulos,,2,Magdalena,Salamina
Iván Duque,Partido Centro Democrático,86.84,634,Boyaca,Sativanorte
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,9.58,70,Boyaca,Sativanorte
Alejandro Ordóñez,G.S.C. La Patria De Pie,3.56,26,Boyaca,Sativanorte
votos no marcados,votos no marcados,,18,Boyaca,Sativanorte
votos nulos,votos nulos,,3,Boyaca,Sativanorte
Iván Duque,Partido Centro Democrático,77.92,978,Nariño,El Tambo
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,20.15,253,Nariño,El Tambo
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.91,24,Nariño,El Tambo
votos no marcados,votos no marcados,,42,Nariño,El Tambo
votos nulos,votos nulos,,24,Nariño,El Tambo
Iván Duque,Partido Centro Democrático,66.11,558,Cundinamarca,Viani
Martha Lucía Ramírez,G.S.C. Por Una Colombia Honesta Y Fuerte Martha Lucia,32.58,275,Cundinamarca,Viani
Alejandro Ordóñez,G.S.C. La Patria De Pie,1.3,11,Cundinamarca,Viani
votos no marcados,votos no marcados,,10,Cundinamarca,Viani
votos nulos,votos nulos,,4,Cundinamarca,Viani
Iván Duque,Partido Centro Democrático,59.21,1879,Santander,El Carmen
