candidato_nombre,partido,candidato_porcentaje,candidato_votos,departamento,municipio
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.42,39,Cundinamarca,San Bernardo
votos no marcados,votos no marcados,,11,Cundinamarca,San Bernardo
votos nulos,votos nulos,,3,Cundinamarca,San Bernardo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",81.39,35,Consulados,China Republica Popular
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",18.6,8,Consulados,China Republica Popular
votos no marcados,votos no marcados,,0,Consulados,China Republica Popular
votos nulos,votos nulos,,0,Consulados,China Republica Popular
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.19,490,Cundinamarca,Choconta
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.8,121,Cundinamarca,Choconta
votos no marcados,votos no marcados,,16,Cundinamarca,Choconta
votos nulos,votos nulos,,24,Cundinamarca,Choconta
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.12,117921,Atlantico,Barranquilla
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.87,14396,Atlantico,Barranquilla
votos no marcados,votos no marcados,,3576,Atlantico,Barranquilla
votos nulos,votos nulos,,1985,Atlantico,Barranquilla
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.03,7447,Caqueta,Florencia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.96,917,Caqueta,Florencia
votos no marcados,votos no marcados,,205,Caqueta,Florencia
votos nulos,votos nulos,,169,Caqueta,Florencia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.03,405,Consulados,Chile
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.96,101,Consulados,Chile
votos no marcados,votos no marcados,,4,Consulados,Chile
votos nulos,votos nulos,,6,Consulados,Chile
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",74.71,65,Caldas,Pacora
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",25.28,22,Caldas,Pacora
votos no marcados,votos no marcados,,2,Caldas,Pacora
votos nulos,votos nulos,,5,Caldas,Pacora
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.53,1002,Nariño,Belen
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.46,36,Nariño,Belen
votos no marcados,votos no marcados,,24,Nariño,Belen
votos nulos,votos nulos,,11,Nariño,Belen
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",69.11,47,Antioquia,Salgar
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",30.88,21,Antioquia,Salgar
votos no marcados,votos no marcados,,7,Antioquia,Salgar
votos nulos,votos nulos,,4,Antioquia,Salgar
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.96,206,Cundinamarca,Tibacuy
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.03,18,Cundinamarca,Tibacuy
votos no marcados,votos no marcados,,12,Cundinamarca,Tibacuy
votos nulos,votos nulos,,5,Cundinamarca,Tibacuy
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",68.13,898,Antioquia,La Ceja
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",31.86,420,Antioquia,La Ceja
votos no marcados,votos no marcados,,81,Antioquia,La Ceja
votos nulos,votos nulos,,73,Antioquia,La Ceja
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.95,263,Choco,Nuqui
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.04,23,Choco,Nuqui
votos no marcados,votos no marcados,,28,Choco,Nuqui
votos nulos,votos nulos,,0,Choco,Nuqui
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.87,181,Santander,Chipata
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.12,16,Santander,Chipata
votos no marcados,votos no marcados,,4,Santander,Chipata
votos nulos,votos nulos,,3,Santander,Chipata
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.15,2496,La Guajira,Hatonuevo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.84,401,La Guajira,Hatonuevo
votos no marcados,votos no marcados,,106,La Guajira,Hatonuevo
votos nulos,votos nulos,,43,La Guajira,Hatonuevo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.34,235,Boyaca,Sachica
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.65,31,Boyaca,Sachica
votos no marcados,votos no marcados,,12,Boyaca,Sachica
votos nulos,votos nulos,,4,Boyaca,Sachica
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.02,685,Sucre,Chalan
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.97,21,Sucre,Chalan
votos no marcados,votos no marcados,,24,Sucre,Chalan
votos nulos,votos nulos,,5,Sucre,Chalan
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.0,644,Tolima,Icononzo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.0,56,Tolima,Icononzo
votos no marcados,votos no marcados,,24,Tolima,Icononzo
votos nulos,votos nulos,,22,Tolima,Icononzo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.18,1924,Bolivar,Santa Rosa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.81,163,Bolivar,Santa Rosa
votos no marcados,votos no marcados,,119,Bolivar,Santa Rosa
votos nulos,votos nulos,,21,Bolivar,Santa Rosa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.64,25,Consulados,Portugal
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.35,6,Consulados,Portugal
votos no marcados,votos no marcados,,0,Consulados,Portugal
votos nulos,votos nulos,,0,Consulados,Portugal
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.84,938,Bolivar,Villanueva
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.15,106,Bolivar,Villanueva
votos no marcados,votos no marcados,,67,Bolivar,Villanueva
votos nulos,votos nulos,,13,Bolivar,Villanueva
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.89,1415,Consulados,España
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.1,292,Consulados,España
votos no marcados,votos no marcados,,47,Consulados,España
votos nulos,votos nulos,,9,Consulados,España
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.69,57,Santander,Confines
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.3,8,Santander,Confines
votos no marcados,votos no marcados,,2,Santander,Confines
votos nulos,votos nulos,,1,Santander,Confines
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.44,545,Atlantico,Piojo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.55,26,Atlantico,Piojo
votos no marcados,votos no marcados,,7,Atlantico,Piojo
votos nulos,votos nulos,,2,Atlantico,Piojo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.18,85,Boyaca,Guayata
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.81,21,Boyaca,Guayata
votos no marcados,votos no marcados,,4,Boyaca,Guayata
votos nulos,votos nulos,,2,Boyaca,Guayata
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.3,274,Antioquia,Jardin
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.69,51,Antioquia,Jardin
votos no marcados,votos no marcados,,14,Antioquia,Jardin
votos nulos,votos nulos,,5,Antioquia,Jardin
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.34,1518,Cordoba,Valencia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.65,91,Cordoba,Valencia
votos no marcados,votos no marcados,,57,Cordoba,Valencia
votos nulos,votos nulos,,23,Cordoba,Valencia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.55,38,Antioquia,Sabanalarga
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",22.44,11,Antioquia,Sabanalarga
votos no marcados,votos no marcados,,4,Antioquia,Sabanalarga
votos nulos,votos nulos,,1,Antioquia,Sabanalarga
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.43,840,Choco,Medio San Juan
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.56,59,Choco,Medio San Juan
votos no marcados,votos no marcados,,161,Choco,Medio San Juan
votos nulos,votos nulos,,31,Choco,Medio San Juan
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.61,457,Bolivar,Rioviejo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.38,26,Bolivar,Rioviejo
votos no marcados,votos no marcados,,13,Bolivar,Rioviejo
votos nulos,votos nulos,,5,Bolivar,Rioviejo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",78.87,56,Santander,Enciso
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",21.12,15,Santander,Enciso
votos no marcados,votos no marcados,,1,Santander,Enciso
votos nulos,votos nulos,,1,Santander,Enciso
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",100.0,3,Guainia,Mapiripana
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",0.0,0,Guainia,Mapiripana
votos no marcados,votos no marcados,,0,Guainia,Mapiripana
votos nulos,votos nulos,,0,Guainia,Mapiripana
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.9,90,Santander,Guadalupe
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.09,9,Santander,Guadalupe
votos no marcados,votos no marcados,,7,Santander,Guadalupe
votos nulos,votos nulos,,2,Santander,Guadalupe
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.64,300,Antioquia,Peñol
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.35,63,Antioquia,Peñol
votos no marcados,votos no marcados,,21,Antioquia,Peñol
votos nulos,votos nulos,,6,Antioquia,Peñol
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.91,1564,Amazonas,Leticia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.08,215,Amazonas,Leticia
votos no marcados,votos no marcados,,40,Amazonas,Leticia
votos nulos,votos nulos,,34,Amazonas,Leticia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.96,46,Consulados,Nueva Zelandia
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",22.03,13,Consulados,Nueva Zelandia
votos no marcados,votos no marcados,,0,Consulados,Nueva Zelandia
votos nulos,votos nulos,,0,Consulados,Nueva Zelandia
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.86,154,Antioquia,Urrao
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",24.13,49,Antioquia,Urrao
votos no marcados,votos no marcados,,36,Antioquia,Urrao
votos nulos,votos nulos,,8,Antioquia,Urrao
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",77.09,101,Antioquia,Liborina
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",22.9,30,Antioquia,Liborina
votos no marcados,votos no marcados,,4,Antioquia,Liborina
votos nulos,votos nulos,,4,Antioquia,Liborina
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",75.0,45,Santander,Palmas Del Socorro
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",25.0,15,Santander,Palmas Del Socorro
votos no marcados,votos no marcados,,2,Santander,Palmas Del Socorro
votos nulos,votos nulos,,0,Santander,Palmas Del Socorro
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",71.42,5,Consulados,Sudafrica
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",28.57,2,Consulados,Sudafrica
votos no marcados,votos no marcados,,0,Consulados,Sudafrica
votos nulos,votos nulos,,0,Consulados,Sudafrica
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.58,43,Boyaca,Susacon
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",10.41,5,Boyaca,Susacon
votos no marcados,votos no marcados,,2,Boyaca,Susacon
votos nulos,votos nulos,,1,Boyaca,Susacon
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.0,304,Caldas,Anserma
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",20.0,76,Caldas,Anserma
votos no marcados,votos no marcados,,24,Caldas,Anserma
votos nulos,votos nulos,,19,Caldas,Anserma
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.75,1355,Bolivar,Cordoba
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.24,75,Bolivar,Cordoba
votos no marcados,votos no marcados,,31,Bolivar,Cordoba
votos nulos,votos nulos,,11,Bolivar,Cordoba
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",80.37,258,Tolima,Carmen De Apicala
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",19.62,63,Tolima,Carmen De Apicala
votos no marcados,votos no marcados,,11,Tolima,Carmen De Apicala
votos nulos,votos nulos,,9,Tolima,Carmen De Apicala
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.61,22,Consulados,Noruega
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.38,4,Consulados,Noruega
votos no marcados,votos no marcados,,0,Consulados,Noruega
votos nulos,votos nulos,,0,Consulados,Noruega
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",76.83,972,Antioquia,Girardota
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",23.16,293,Antioquia,Girardota
votos no marcados,votos no marcados,,34,Antioquia,Girardota
votos nulos,votos nulos,,41,Antioquia,Girardota
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.74,163,Santander,Villanueva
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.25,34,Santander,Villanueva
votos no marcados,votos no marcados,,15,Santander,Villanueva
votos nulos,votos nulos,,13,Santander,Villanueva
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",81.33,61,Antioquia,Maceo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",18.66,14,Antioquia,Maceo
votos no marcados,votos no marcados,,4,Antioquia,Maceo
votos nulos,votos nulos,,3,Antioquia,Maceo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.37,646,Meta,Castilla La Nueva
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.62,85,Meta,Castilla La Nueva
votos no marcados,votos no marcados,,22,Meta,Castilla La Nueva
votos nulos,votos nulos,,28,Meta,Castilla La Nueva
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.15,206,Boyaca,Chita
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.84,20,Boyaca,Chita
votos no marcados,votos no marcados,,15,Boyaca,Chita
votos nulos,votos nulos,,4,Boyaca,Chita
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",87.4,222,Huila,Santa Maria
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",12.59,32,Huila,Santa Maria
votos no marcados,votos no marcados,,13,Huila,Santa Maria
votos nulos,votos nulos,,5,Huila,Santa Maria
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.7,809,Cesar,Rio De Oro
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.29,103,Cesar,Rio De Oro
votos no marcados,votos no marcados,,39,Cesar,Rio De Oro
votos nulos,votos nulos,,24,Cesar,Rio De Oro
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",86.07,309,Valle,Bolivar
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",13.92,50,Valle,Bolivar
votos no marcados,votos no marcados,,5,Valle,Bolivar
votos nulos,votos nulos,,4,Valle,Bolivar
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",97.36,74,Tolima,Villarrica
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",2.63,2,Tolima,Villarrica
votos no marcados,votos no marcados,,4,Tolima,Villarrica
votos nulos,votos nulos,,3,Tolima,Villarrica
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.5,360,Consulados,Inglaterra
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.49,66,Consulados,Inglaterra
votos no marcados,votos no marcados,,3,Consulados,Inglaterra
votos nulos,votos nulos,,0,Consulados,Inglaterra
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",91.41,1714,Tolima,Libano
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",8.58,161,Tolima,Libano
votos no marcados,votos no marcados,,42,Tolima,Libano
votos nulos,votos nulos,,40,Tolima,Libano
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.27,65,Consulados,Austria
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.72,7,Consulados,Austria
votos no marcados,votos no marcados,,2,Consulados,Austria
votos nulos,votos nulos,,0,Consulados,Austria
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",88.98,299,Boyaca,Jenesano
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",11.01,37,Boyaca,Jenesano
votos no marcados,votos no marcados,,11,Boyaca,Jenesano
votos nulos,votos nulos,,10,Boyaca,Jenesano
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.51,235,Boyaca,Sora
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.48,19,Boyaca,Sora
votos no marcados,votos no marcados,,6,Boyaca,Sora
votos nulos,votos nulos,,3,Boyaca,Sora
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.32,326,Choco,Medio Baudo (puerto Meluk)
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.67,16,Choco,Medio Baudo (puerto Meluk)
votos no marcados,votos no marcados,,84,Choco,Medio Baudo (puerto Meluk)
votos nulos,votos nulos,,8,Choco,Medio Baudo (puerto Meluk)
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",85.97,11566,Cundinamarca,Zipaquira
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",14.02,1886,Cundinamarca,Zipaquira
votos no marcados,votos no marcados,,247,Cundinamarca,Zipaquira
votos nulos,votos nulos,,430,Cundinamarca,Zipaquira
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.02,1417,Huila,Isnos
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.97,90,Huila,Isnos
votos no marcados,votos no marcados,,55,Huila,Isnos
votos nulos,votos nulos,,31,Huila,Isnos
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",95.82,43707,Sucre,Sincelejo
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",4.17,1903,Sucre,Sincelejo
votos no marcados,votos no marcados,,843,Sucre,Sincelejo
votos nulos,votos nulos,,779,Sucre,Sincelejo
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",94.94,94,Boyaca,Chitaraque
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",5.05,5,Boyaca,Chitaraque
votos no marcados,votos no marcados,,7,Boyaca,Chitaraque
votos nulos,votos nulos,,1,Boyaca,Chitaraque
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",92.42,122,Santander,Sucre
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",7.57,10,Santander,Sucre
votos no marcados,votos no marcados,,8,Santander,Sucre
votos nulos,votos nulos,,3,Santander,Sucre
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",70.68,82,Boyaca,San Luis De Gaceno
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",29.31,34,Boyaca,San Luis De Gaceno
votos no marcados,votos no marcados,,3,Boyaca,San Luis De Gaceno
votos nulos,votos nulos,,3,Boyaca,San Luis De Gaceno
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",90.7,244,Meta,San Juan De Arama
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",9.29,25,Meta,San Juan De Arama
votos no marcados,votos no marcados,,16,Meta,San Juan De Arama
votos nulos,votos nulos,,12,Meta,San Juan De Arama
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",84.38,789,Magdalena,Pijiño Del Carmen
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",15.61,146,Magdalena,Pijiño Del Carmen
votos no marcados,votos no marcados,,23,Magdalena,Pijiño Del Carmen
votos nulos,votos nulos,,14,Magdalena,Pijiño Del Carmen
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",82.52,203,Santander,Barichara
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",17.47,43,Santander,Barichara
votos no marcados,votos no marcados,,9,Santander,Barichara
votos nulos,votos nulos,,3,Santander,Barichara
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",96.04,340,Nariño,Funes
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",3.95,14,Nariño,Funes
votos no marcados,votos no marcados,,9,Nariño,Funes
votos nulos,votos nulos,,6,Nariño,Funes
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",93.16,1935,Antioquia,Carepa
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",6.83,142,Antioquia,Carepa
votos no marcados,votos no marcados,,66,Antioquia,Carepa
votos nulos,votos nulos,,49,Antioquia,Carepa
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",66.19,47,Boyaca,Chiscas
Carlos Caicedo,"G.S.C. ""Fuerza Ciudadana""",33.8,24,Boyaca,Chiscas
votos no marcados,votos no marcados,,3,Boyaca,Chiscas
votos nulos,votos nulos,,2,Boyaca,Chiscas
Gustavo Petro,"Movimiento Alternativo Indígena Y Social - Mais - Y Gsc ""Colombia Humana""",89.44,305,Valle,La Victoria
